index,plot,subplot,plotid,plant,plantid,status_18,status_18r2,status_19,status_20,transition_1819,transition_1920,transition_181920,check_19_20_20,census18,notes_18,other_notes_18,census18r2,other_notes_18r2,pheno18,floral18,seeds18,leaf18,census19,notes_19,other_notes_19,pheno19,floral19,seeds19,leaf19,census20,notes_20,other_notes_20,pheno20,floral20,volatiles20,seeds20,leaf20,total_obs
1071,5,C,5C,214,5C214,vegetative,vegetative,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,blank,,1,,,,,1,1,blank,,5,6,2,,1,nf,,,,,,,18
1072,5,C,5C,215,5C215,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,15,3,1,,1,dead,dead,,,,,1,nf,,,,,,,22
1073,5,C,5C,216,5C216,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,14,4,1,,1,nf,nf,,,,,1,nf,,,,,,,22
1074,5,C,5C,217,5C217,vegetative,vegetative,flowering,flowering,vegetative > flowering,flowering > flowering,vegetative > flowering > flowering,flowered twice?,1,blank,,1,dried up,,,,1,1,blank,right of tag,4,5,1,,1,blank,,5,2,1,,,23
1075,5,C,5C,218,5C218,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,blank,,1,,,,,,1,blank,above tag,1,,,2,1,nf,,,,,1,,8
1076,5,C,5C,219,5C219,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,blank,,1,,,,,,1,blank,,,,,,1,nf,,,,,,,4
1077,5,C,5C,22,5C22,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
1078,5,C,5C,220,5C220,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,13,3,1,,1,dead,dead,,,,,1,nf,,,,,,,20
1079,5,C,5C,221,5C221,flowering,no_record,vegetative,flowering,flowering > vegetative,vegetative > flowering,flowering > vegetative > flowering,,1,blank,,,,11,,1,,1,blank,,,,,2,1,blank,,4,2,,1,,24
1080,5,C,5C,222,5C222,vegetative,flowering,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,flowering plant,14,3,1,,1,nf,nf,,,,,1,dead,,,,,,,22
1081,5,C,5C,223,5C223,vegetative,vegetative,dead_nf,vegetative,vegetative > dead_nf,dead_nf > vegetative,vegetative > dead_nf > vegetative,refound?,1,blank,,1,,,,,2,1,nf,nf,,,,,1,blank,,,,,,2,8
1082,5,C,5C,224,5C224,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,2,1,blank,,4,4,,1,,15
1083,5,C,5C,225,5C225,vegetative,no_record,dead_nf,flowering,vegetative > dead_nf,dead_nf > flowering,vegetative > dead_nf > flowering,refound?,1,ts,,,,,,,,1,nf,nf,,,,,1,blank,,4,4,1,1,,13
1084,5,C,5C,226,5C226,vegetative,no_record,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,ts,,,,,,,,1,blank,,,,,,1,blank,,,,,,,3
1085,5,C,5C,227,5C227,vegetative,no_record,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,ts,,,,,,,,1,ts,ts,,,,,1,blank,,,,,,,3
1086,5,C,5C,228,5C228,no_record,no_record,dead_nf,dead_nf,no_record > dead_nf,dead_nf > dead_nf,no_record > dead_nf > dead_nf,,,,,,,,,,,1,blank,,5,5,1,,1,dead,,,,,,,13
1087,5,C,5C,229,5C229,no_record,no_record,flowering,dead_nf,no_record > flowering,flowering > dead_nf,no_record > flowering > dead_nf,,,,,,,,,,,1,blank,right of tag,3,5,2,,1,dead,,,,,,,12
1088,5,C,5C,231,5C231,no_record,no_record,no_record,tagnf,no_record > no_record,no_record > tagnf,no_record > no_record > tagnf,,,,,,,,,,,,,,,,,,1,tagnf,,,,,,,1
1089,5,C,5C,242,5C242,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
1090,5,C,5C,250,5C250,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
1091,5,C,5C,268,5C268,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
1092,5,C,5C,269,5C269,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
1093,5,C,5C,274,5C274,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
1094,5,C,5C,45,5C45,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
1095,5,C,5C,683,5C683,no_record,no_record,no_record,flowering,no_record > no_record,no_record > flowering,no_record > no_record > flowering,,,,,,,,,,,,,,,,,,1,blank,tagged in 2020,7,3,1,1,,13
1096,5,C,5C,NULL,5CNULL,no_record,no_record,no_record,dead_nf,no_record > no_record,no_record > dead_nf,no_record > no_record > dead_nf,tag number?,,,,,,,,,,,,,,,,,1,dead,,,,,,,1
1097,5,C,5C,517,5C517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
1098,5,D,5D,213,5D213,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
1099,5,D,5D,226,5D226,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
1100,5,D,5D,228,5D228,flowering,no_record,flowering,dead_nf,flowering > flowering,flowering > dead_nf,flowering > flowering > dead_nf,,1,blank,,,,14,5,1,,1,blank,,3,5,2,,1,nf,,,,,,,33
1101,5,D,5D,229,5D229,vegetative,vegetative,tagnf,no_record,vegetative > tagnf,tagnf > no_record,vegetative > tagnf > no_record,,1,blank,,1,,,,,,1,tagnf,tagnf,,,,,,,,,,,,,3
1102,5,D,5D,230,5D230,vegetative,vegetative,flowering,flowering,vegetative > flowering,flowering > flowering,vegetative > flowering > flowering,flowered twice?,1,blank,,1,,,,,,1,blank,,3,4,2,,1,blank,,1,,,1,,15
1103,5,D,5D,231,5D231,flowering,no_record,dead_nf,no_record,flowering > dead_nf,dead_nf > no_record,flowering > dead_nf > no_record,,1,blank,,,,14,2,1,,1,dead,dead,,,,,,,,,,,,,19
1104,5,D,5D,232,5D232,vegetative,flowering,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,flowering plant,18,3,1,,1,dead,dead,,,,,1,nf,,,,,,,26
1105,5,D,5D,233,5D233,vegetative,no_record,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,ts,,,,,,,,1,blank,,,,,,1,dead,,,,,,,3
1106,5,D,5D,234,5D234,recheck,vegetative,flowering,dead_nf,recheck > flowering,flowering > dead_nf,recheck > flowering > dead_nf,,1,nf,,1,,1,,1,,1,blank,,3,4,1,,1,nf,,,,,,,14
1107,5,D,5D,235,5D235,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,"closest plant to tag, UL",,,,,1,blank,,,,,,1,blank,,,,,,2,6
1108,5,D,5D,236,5D236,recheck,no_record,dead_nf,no_record,recheck > dead_nf,dead_nf > no_record,recheck > dead_nf > no_record,,1,nf,,,,,,,,1,nf,nf,,,,,,,,,,,,,2
1109,5,D,5D,237,5D237,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,dead,dead,,,,,1,nf,,,,,,,4
1110,5,D,5D,238,5D238,vegetative,no_record,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,ts,,,,1,,,,1,blank,,,,,,1,nf,,,,,,,4
1111,5,D,5D,239,5D239,vegetative,no_record,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,ts,,,,,,,,1,blank,,5,4,1,,1,dead,,,,,,,13
1112,5,D,5D,240,5D240,vegetative,vegetative,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,blank,,1,,,,,,1,blank,,3,4,1,,1,dead,,,,,,,12
1113,5,D,5D,241,5D241,vegetative,vegetative,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,blank,,1,,,,,,1,blank,,3,3,2,,1,dead,,,,,,,12
1114,5,D,5D,242,5D242,vegetative,no_record,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,ts,,,,,,,,1,blank,,,,,,1,blank,,3,4,2,1,,13
1115,5,D,5D,243,5D243,vegetative,no_record,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,ts,,,,,,,,1,blank,,2,,,,1,dead,,,,,,,5
1116,5,D,5D,244,5D244,vegetative,no_record,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,ts,,,,,,,,1,blank,above id,,,,,1,blank,,,,,,,3
1117,5,D,5D,245,5D245,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,15,6,1,,1,nf,nf,,,,,1,nf,,,,,,,25
1118,5,D,5D,246,5D246,vegetative,vegetative,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,blank,,1,,,,,2,1,blank,,5,3,1,,1,dead,,,,,,,15
1119,5,D,5D,247,5D247,recheck,no_record,tagnf,flowering,recheck > tagnf,tagnf > flowering,recheck > tagnf > flowering,tagnf last year,1,nf,,,,,,,,1,tagnf,tagnf,,,,,1,blank,,4,1,1,1,,10
1120,5,D,5D,248,5D248,vegetative,no_record,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,ts,,,,,,,,1,dead,dead,1,,,,1,nf,,,,,,,4
1121,5,D,5D,249,5D249,vegetative,no_record,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,ts,,,,,,,,1,blank,,4,4,1,,1,nf,,,,,,,12
1122,5,D,5D,25,5D25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1
1123,5,D,5D,250,5D250,recheck,no_record,vegetative,flowering,recheck > vegetative,vegetative > flowering,recheck > vegetative > flowering,,1,nf,,,,,,,,1,blank,,,,,,1,blank,,4,1,,1,,9
1124,5,D,5D,251,5D251,recheck,no_record,dead_nf,vegetative,recheck > dead_nf,dead_nf > vegetative,recheck > dead_nf > vegetative,refound?,1,nf,,,,,,,,1,nf,nf,,,,,1,blank,,,,,,,3
1125,5,D,5D,252,5D252,vegetative,no_record,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,ts,,,,,,,,1,blank,,,,,2,1,blank,,5,2,,1,,13
1126,5,D,5D,253,5D253,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,died and nf?,1,blank,,1,,,,,,1,blank,,3,,,2,1,nf,,,,,,,9
1127,5,D,5D,254,5D254,recheck,no_record,dead_nf,vegetative,recheck > dead_nf,dead_nf > vegetative,recheck > dead_nf > vegetative,refound?,1,nf,,,,,,,,1,nf,nf,,,,,1,blank,,,,,,,3
1128,5,D,5D,255,5D255,recheck,no_record,tagnf,no_record,recheck > tagnf,tagnf > no_record,recheck > tagnf > no_record,,1,nf,,,,,,,,1,tagnf,tagnf,,,,,,,,,,,,,2
1129,5,D,5D,256,5D256,vegetative,no_record,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,ts,,,,,,,,1,blank,,5,4,2,,1,dead,,,,,,,14
1130,5,D,5D,257,5D257,vegetative,vegetative,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,blank,,1,,,,,,1,blank,,1,4,1,,1,dead,,,,,,,10
1131,5,D,5D,258,5D258,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,needs length,,,17,6,1,,1,dead,dead,,,,,1,nf,,,,,,,27
1132,5,D,5D,259,5D259,vegetative,no_record,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,ts,,,,,,,,1,blank,,,,,,1,dead,,,,,,,3
1133,5,D,5D,260,5D260,vegetative,recheck,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,gone,6,2,,,1,dead,dead,,,,,1,nf,,,,,,,12
1134,5,D,5D,261,5D261,vegetative,no_record,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,ts,,,,,,,,1,blank,,4,4,1,,1,dead,,,,,,,12
1135,5,D,5D,262,5D262,recheck,no_record,flowering,dead_nf,recheck > flowering,flowering > dead_nf,recheck > flowering > dead_nf,,1,nf,,,,,,,2,1,blank,,5,5,3,,1,dead,,,,,,,18
1136,5,D,5D,263,5D263,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,dead,dead,,,,,1,nf,,,,,,,4
1137,5,D,5D,264,5D264,recheck,no_record,flowering,dead_nf,recheck > flowering,flowering > dead_nf,recheck > flowering > dead_nf,,1,nf,,,,,,,,1,blank,,5,5,3,,1,dead,,,,,,,16
1138,5,D,5D,265,5D265,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,dead,dead,,,,,1,dead,,,,,,,4
1139,5,D,5D,266,5D266,vegetative,no_record,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,ts,,,,,,,,1,blank,,4,3,2,,1,dead,,,,,,,12
1140,5,D,5D,267,5D267,recheck,no_record,dead_nf,dead_nf,recheck > dead_nf,dead_nf > dead_nf,recheck > dead_nf > dead_nf,,1,nf,,,,,,,,1,nf,nf,,,,,1,nf,,,1,,,,4
1141,5,D,5D,268,5D268,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,5,4,,1,,14
1142,5,D,5D,269,5D269,vegetative,vegetative,dead_nf,flowering,vegetative > dead_nf,dead_nf > flowering,vegetative > dead_nf > flowering,,1,blank,,1,,,,,,1,dead,dead,,,,,1,blank,,5,3,1,1,,14
1143,5,D,5D,270,5D270,recheck,no_record,dead_nf,vegetative,recheck > dead_nf,dead_nf > vegetative,recheck > dead_nf > vegetative,refound?,1,nf,,,,,,,,1,nf,nf,,,,,1,blank,,,,,,2,5
1144,5,D,5D,271,5D271,vegetative,no_record,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,ts,,,,,,,,1,blank,below tag,,,,2,1,blank,,,,,,2,7
1145,5,D,5D,272,5D272,vegetative,vegetative,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,blank,,1,,,,,,1,blank,,5,6,1,,1,dead,,,,,,,16
1146,5,D,5D,273,5D273,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,1,,,,1,chewed,,3,1,,1,,10
1147,5,D,5D,274,5D274,vegetative,no_record,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,ts,,,,,,,,1,blank,,,,,,1,blank,,3,4,1,1,,12
1148,5,D,5D,275,5D275,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,,1,blank,,,,,,1,chewed,,3,1,,1,,9
1149,5,D,5D,276,5D276,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,2,1,dead,dead,,,,,1,nf,,,,,,,6
1150,5,D,5D,277,5D277,vegetative,no_record,dead_nf,vegetative,vegetative > dead_nf,dead_nf > vegetative,vegetative > dead_nf > vegetative,refound?,1,ts,,,,,,,,1,nf,nf,,,,,1,blank,,,,,,,3
1151,5,D,5D,278,5D278,vegetative,vegetative,dead_nf,flowering,vegetative > dead_nf,dead_nf > flowering,vegetative > dead_nf > flowering,refound?,1,blank,,1,,,,,,1,nf,nf,,,,,1,chewed,,4,2,,1,,11
1152,5,D,5D,279,5D279,dead_nf,no_record,dead_nf,dead_nf,dead_nf > dead_nf,dead_nf > dead_nf,dead_nf > dead_nf > dead_nf,,1,dead,dead,,,,,,,1,dead,dead,,,,,1,nf,,,,,,,3
1153,5,D,5D,280,5D280,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,nf,nf,,,,,1,nf,,,,,,,4
1154,5,D,5D,281,5D281,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,,4
1155,5,D,5D,282,5D282,vegetative,no_record,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,ts,,,,,,,,1,blank,,5,4,1,,1,dead,,,,,,,13
1156,5,D,5D,283,5D283,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,12,8,1,,1,nf,nf,,,,,1,nf,,,,,,,24
1157,5,D,5D,284,5D284,recheck,no_record,dead_nf,no_record,recheck > dead_nf,dead_nf > no_record,recheck > dead_nf > no_record,,1,nf,,,,,,,,1,nf,nf,,,,,,,,,,,,,2
1158,5,D,5D,285,5D285,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,ts,ts,,,,2,1,blank,,,,,,2,8
1159,5,D,5D,286,5D286,vegetative,vegetative,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,blank,,1,,,,,2,1,blank,,5,4,1,,1,dead,,,,,,,16
1160,5,D,5D,287,5D287,no_record,no_record,flowering,dead_nf,no_record > flowering,flowering > dead_nf,no_record > flowering > dead_nf,,,,,,,,,,,1,blank,,1,2,1,,1,nf,,,,,,,6
1161,5,D,5D,288,5D288,no_record,no_record,flowering,dead_nf,no_record > flowering,flowering > dead_nf,no_record > flowering > dead_nf,,,,,,,,,,,1,blank,,4,5,2,,1,dead,,,,,1,,14
1162,5,D,5D,289,5D289,no_record,no_record,flowering,dead_nf,no_record > flowering,flowering > dead_nf,no_record > flowering > dead_nf,,,,,,,,,,,1,blank,,3,,,,1,dead,,,,,,,5
1163,5,D,5D,290,5D290,no_record,no_record,flowering,dead_nf,no_record > flowering,flowering > dead_nf,no_record > flowering > dead_nf,,,,,,,,,,,1,blank,,,,,,1,dead,,,,,,,2
1164,5,D,5D,291,5D291,no_record,no_record,flowering,dead_nf,no_record > flowering,flowering > dead_nf,no_record > flowering > dead_nf,,,,,,,,,,,1,blank,,3,,,,1,dead,,,,,,,5
1165,6,A,6A,123,6A123,vegetative,vegetative,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,blank,,1,,,,,,1,blank,,5,5,1,,1,dead,,,,,,,15
1166,6,A,6A,124,6A124,vegetative,vegetative,flowering,vegetative,vegetative > flowering,flowering > vegetative,vegetative > flowering > vegetative,flowered and lived?,1,blank,,1,,,,,,1,blank,,4,5,1,,1,blank,,,,,,2,16
1167,6,A,6A,125,6A125,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,15,3,1,,1,nf,nf,,,,,1,nf,,,,,,,22
1168,6,A,6A,126,6A126,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,,4
1169,6,A,6A,127,6A127,vegetative,dead_nf,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,kaput,,,,2,1,ts,1 ts,,,,1,1,blank,,,,,,,7
1170,6,A,6A,128,6A128,tagnf,vegetative,vegetative,vegetative,tagnf > vegetative,vegetative > vegetative,tagnf > vegetative > vegetative,,1,tagnf,,1,,,,,,1,blank,,,,,2,1,blank,resprouting,,,,,,6
1171,6,A,6A,129,6A129,tagnf,no_record,vegetative,vegetative,tagnf > vegetative,vegetative > vegetative,tagnf > vegetative > vegetative,,1,tagnf,,,,,,,,1,blank,,,,,2,1,blank,,,,,,,5
1172,6,A,6A,130,6A130,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,blank,,1,,,,,,1,blank,,,,,,2,dead,,,,,,,5
1173,6,A,6A,131,6A131,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,blank,check for 2 rosettes,1,,,,,,1,blank,,,,,,1,dead,,,,,,,4
1174,6,A,6A,132,6A132,tagnf,no_record,vegetative,dead_nf,tagnf > vegetative,vegetative > dead_nf,tagnf > vegetative > dead_nf,,1,tagnf,,,,1,,,,1,blank,,,,,,1,nf,,,,,,,4
1175,6,A,6A,133,6A133,tagnf,no_record,dead_nf,dead_nf,tagnf > dead_nf,dead_nf > dead_nf,tagnf > dead_nf > dead_nf,,1,tagnf,,,,8,2,1,,1,dead,dead,,,,,1,nf,,,,,,,14
1176,6,A,6A,134,6A134,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,ts,,1,,,,,,1,blank,,,,,,1,blank,far from tag,,,,,2,6
1177,6,A,6A,135,6A135,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,11,4,1,,1,dead,dead,,,,,1,nf,,,,,,,19
1178,6,A,6A,136,6A136,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,,1,,,,,2,1,blank,,,,,1,1,blank,,5,4,1,1,,18
1179,6,A,6A,137,6A137,tagnf,no_record,dead_nf,dead_nf,tagnf > dead_nf,dead_nf > dead_nf,tagnf > dead_nf > dead_nf,,1,tagnf,,,,,,,,1,dead,dead,,,,,1,nf,,,,,,,3
1180,6,A,6A,138,6A138,vegetative,vegetative,vegetative,flowering,vegetative > vegetative,vegetative > flowering,vegetative > vegetative > flowering,,1,blank,count leaves,1,,,,,,1,blank,,,,,,1,blank,,3,2,,1,,10
1181,6,A,6A,139,6A139,tagnf,no_record,vegetative,vegetative,tagnf > vegetative,vegetative > vegetative,tagnf > vegetative > vegetative,,1,tagnf,,,,,,,,1,blank,,,,,,1,blank,left of tag,,,,,,3
1182,6,A,6A,140,6A140,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,blank,,1,,,,,,1,blank,,2,,,,1,dead,,,,,,,6
1183,6,A,6A,141,6A141,tagnf,no_record,vegetative,vegetative,tagnf > vegetative,vegetative > vegetative,tagnf > vegetative > vegetative,,1,tagnf,,,,,,,,1,blank,,,,,,1,blank,,,,,,,3
1184,6,A,6A,142,6A142,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,blank,,1,,,,,,1,blank,,,,,,1,nf,,,,,,,4
1185,6,A,6A,143,6A143,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,,,,13,4,1,,1,nf,nf,,,,,1,nf,,,,,,,21
1186,6,A,6A,144,6A144,vegetative,vegetative,tagnf,no_record,vegetative > tagnf,tagnf > no_record,vegetative > tagnf > no_record,,1,blank,,1,,,,,,1,tagnf,tagnf,,,,,,,,,,,,,3
1187,6,A,6A,145,6A145,tagnf,vegetative,vegetative,flowering,tagnf > vegetative,vegetative > flowering,tagnf > vegetative > flowering,,1,tagnf,,1,,,,,,1,blank,,,,,,1,blank,,2,4,2,1,,13
1188,6,A,6A,146,6A146,tagnf,no_record,dead_nf,dead_nf,tagnf > dead_nf,dead_nf > dead_nf,tagnf > dead_nf > dead_nf,,1,tagnf,,,,,,,,1,nf,nf,,,,,1,nf,,,,,,,3
1189,6,A,6A,147,6A147,vegetative,no_record,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,ts,,,,,,,,1,dead,dead,,,,,1,nf,,,,,,,3
1190,6,A,6A,148,6A148,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,,4
1191,6,A,6A,149,6A149,tagnf,vegetative,vegetative,dead_nf,tagnf > vegetative,vegetative > dead_nf,tagnf > vegetative > dead_nf,,1,tagnf,,1,,,,,,1,blank,,,,,,1,nf,,,,,,,4
1192,6,A,6A,150,6A150,tagnf,no_record,vegetative,vegetative,tagnf > vegetative,vegetative > vegetative,tagnf > vegetative > vegetative,,1,tagnf,,,,,,,,1,blank,plant right of tag,,,,1,1,blank,,,,,,2,6
1193,6,A,6A,151,6A151,flowering,no_record,dead_nf,dead_nf,flowering > dead_nf,dead_nf > dead_nf,flowering > dead_nf > dead_nf,,1,blank,check for 2 rosettes,,,14,5,1,,1,dead,dead,,,,,1,nf,,,,,,,23
1194,6,A,6A,152,6A152,tagnf,no_record,dead_nf,dead_nf,tagnf > dead_nf,dead_nf > dead_nf,tagnf > dead_nf > dead_nf,,1,tagnf,,,,,,,,1,dead,dead,,,,,1,dead,,,,,,,3
1195,6,A,6A,153,6A153,vegetative,vegetative,dead_nf,dead_nf,vegetative > dead_nf,dead_nf > dead_nf,vegetative > dead_nf > dead_nf,,1,blank,,1,,,,,,1,dead,3 dead,,,,2,1,dead,,,,,,,6
1196,6,A,6A,154,6A154,vegetative,vegetative,vegetative,vegetative,vegetative > vegetative,vegetative > vegetative,vegetative > vegetative > vegetative,,1,blank,,1,,,,,,1,blank,,,,,,1,blank,,,,,,,4
1197,6,A,6A,155,6A155,tagnf,no_record,vegetative,vegetative,tagnf > vegetative,vegetative > vegetative,tagnf > vegetative > vegetative,,1,tagnf,,,,,,,,1,blank,left of tag,,,,,1,blank,3 plants - one on left of tag,,,,,,3
1198,6,A,6A,156,6A156,vegetative,vegetative,flowering,dead_nf,vegetative > flowering,flowering > dead_nf,vegetative > flowering > dead_nf,,1,blank,,1,,,,,2,1,blank,,5,5,1,,1,dead,,,,,,,17
1199,6,A,6A,157,6A157,vegetative,vegetative,vegetative,dead_nf,vegetative > vegetative,vegetative > dead_nf,vegetative > vegetative > dead_nf,,1,blank,count leaves,1,,,,,,1,ts,1 ts,,,,,1,dead,,,,,,,4
