index	plot	subplot	plotid	plant	plantid	status_18	status_18r2	status_19	status_20	transition_1819	transition_1920	transition_181920	check_19_20_20	census18	notes_18	other_notes_18	census18r2	other_notes_18r2	pheno18	floral18	seeds18	leaf18	licor18	census19	notes_19	other_notes_19	pheno19	floral19	seeds19	leaf19	licor19	census20	notes_20	other_notes_20	pheno20	floral20	volatiles20	seeds20	leaf20	licor20	total_obs
1173	5	C	5C	217	5C217	vegetative	vegetative	flowering	flowering	vegetative > flowering	flowering > flowering	vegetative > flowering > flowering	flowered twice?	1	blank		1	dried up				1	2	1	blank	right of tag	4	5	1			1	blank		5	2	1				25
1174	5	C	5C	218	5C218	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1						2	1	blank	above tag				2	4	1	nf								12
1175	5	C	5C	218_20	5C218_20																																	1			1
1176	5	C	5C	219	5C219	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1							1	blank							1	nf								4
1177	5	C	5C	22	5C22																						1														1
1178	5	C	5C	220	5C220	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				13	3	1			1	dead	dead						1	nf								20
1179	5	C	5C	221	5C221	flowering	no_record	vegetative	flowering	flowering > vegetative	vegetative > flowering	flowering > vegetative > flowering		1	blank				11		1			1	blank					2	2	1	blank		4	2		1			26
1180	5	C	5C	222	5C222	flowering	flowering	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank		1	flowering plant	14	3	1			1	nf	nf						1	dead								22
1181	5	C	5C	223	5C223	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	refound?	1	blank		1					2		1	nf	nf					4	1	blank						2	1	13
1182	5	C	5C	224	5C224	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank					2		1	blank		4	4		1			15
1183	5	C	5C	225	5C225	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	refound?	1	ts									1	nf	nf						1	blank		4	4	1	1			13
1184	5	C	5C	226	5C226	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	ts									1	blank							1	blank								3
1185	5	C	5C	227	5C227	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	ts									1	ts	ts						1	blank								3
1186	5	C	5C	228	5C228	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank		5	5	1			1	dead								14
1187	5	C	5C	229	5C229	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank	right of tag	4	5	2			1	dead								14
1188	5	C	5C	231_20	5C231_20	no_record	no_record	no_record	tagnf	no_record > no_record	no_record > tagnf	no_record > no_record > tagnf																				1	tagnf								1
1189	5	C	5C	233	5C233																		2																		2
1190	5	C	5C	242	5C242																														1						1
1191	5	C	5C	250	5C250																														1						1
1192	5	C	5C	268	5C268																														1						1
1193	5	C	5C	269	5C269																														1						1
1194	5	C	5C	274	5C274																														1						1
1195	5	C	5C	45	5C45														1																						1
1196	5	C	5C	517	5C517																																	1			1
1197	5	C	5C	683	5C683	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1										1								1	blank	tagged in 2020	7	3	1	1			15
1198	5	C	5C	UNT_2020-07-31_16	5CUNT_2020-07-31_16																																			1	1
1199	5	C	5C	UNT_2020-07-31_17	5CUNT_2020-07-31_17																																			1	1
1200	5	D	5D	213	5D213																						1														1
1201	5	D	5D	226	5D226															1																					1
1202	5	D	5D	228	5D228	flowering	no_record	flowering	dead_nf	flowering > flowering	flowering > dead_nf	flowering > flowering > dead_nf		1	blank				14	5	1			1	blank		3	5	2			1	nf								33
1203	5	D	5D	229	5D229	vegetative	vegetative	tagnf	no_record	vegetative > tagnf	tagnf > no_record	vegetative > tagnf > no_record		1	blank		1							1	tagnf	tagnf															3
1204	5	D	5D	230	5D230	vegetative	vegetative	flowering	flowering	vegetative > flowering	flowering > flowering	vegetative > flowering > flowering	flowered twice?	1	blank		1							1	blank		3	4	2			1	blank		1			1			15
1205	5	D	5D	231	5D231	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				14	2	1			1	dead	dead						1									20
1206	5	D	5D	232	5D232	flowering	flowering	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank		1	flowering plant	18	3	1			1	dead	dead						1	nf								26
1207	5	D	5D	233	5D233	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	ts									1	blank							1	dead								3
1208	5	D	5D	234	5D234	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	nf		1						2	1	blank		3	4	1			1	nf								14
1209	5	D	5D	234_18	5D234_18														1		1																				2
1210	5	D	5D	235	5D235	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1	closest plant to tag, UL						1	blank							1	blank						2	1	7
1211	5	D	5D	236	5D236	dead_nf	no_record	dead_nf	dead_nf	dead_nf > dead_nf	dead_nf > dead_nf	dead_nf > dead_nf > dead_nf		1	nf									1	nf	nf						1									3
1212	5	D	5D	237	5D237	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	dead	dead						1	nf								4
1213	5	D	5D	238	5D238	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	ts									1	blank							1	nf								3
1214	5	D	5D	238_18	5D238_18														1																						1
1215	5	D	5D	239	5D239	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	ts									1	blank		5	4	1			1	dead								13
1216	5	D	5D	240	5D240	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		3	4	1			1	dead								12
1217	5	D	5D	241	5D241	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1						2	1	blank		3	3	2			1	dead								14
1218	5	D	5D	242	5D242	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	ts									1	blank							1	blank		3	4	2	1			13
1219	5	D	5D	243	5D243	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	ts									1	blank		2					1	dead								5
1220	5	D	5D	244	5D244	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	ts									1	blank	above id					2	1	blank								5
1221	5	D	5D	245	5D245	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				15	6	1			1	nf	nf						1	nf								25
1222	5	D	5D	246	5D246	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1					2		1	blank		5	3	1			1	dead								15
1223	5	D	5D	247	5D247	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	tagnf last year	1	nf									1	tagnf	tagnf						1	blank		4	1	1	1			10
1224	5	D	5D	248	5D248	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	ts									1	dead	dead						1	nf								3
1225	5	D	5D	248_19	5D248_19																						1														1
1226	5	D	5D	249	5D249	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	died and nf?	1	ts									1	blank		4	4	1			1	nf								12
1227	5	D	5D	25	5D25																															1					1
1228	5	D	5D	250	5D250	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	nf									1	blank						2	1	blank		4	1		1			11
1229	5	D	5D	251	5D251	dead_nf	no_record	dead_nf	dead_nf	dead_nf > dead_nf	dead_nf > dead_nf	dead_nf > dead_nf > dead_nf		1	nf									1	nf	nf															2
1230	5	D	5D	251_20	5D251_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank								1
1231	5	D	5D	252	5D252	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	ts									1	blank					2		1	blank		5	2		1			13
1232	5	D	5D	253	5D253	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	died and nf?	1	blank		1						2	1	blank		3			2		1	nf								11
1233	5	D	5D	254	5D254	dead_nf	no_record	dead_nf	dead_nf	dead_nf > dead_nf	dead_nf > dead_nf	dead_nf > dead_nf > dead_nf		1	nf									1	nf	nf															2
1234	5	D	5D	254_20	5D254_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank								1
1235	5	D	5D	256	5D256	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	ts									1	blank		5	4	2			1	dead								14
1236	5	D	5D	257	5D257	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		1	4	1			1	dead								10
1237	5	D	5D	258	5D258	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank	needs length			17	6	1			1	dead	dead						1	nf								27
1238	5	D	5D	259	5D259	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	ts									1	blank							1	dead								3
1239	5	D	5D	260	5D260	flowering	recheck	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank		1	gone	6	2				1	dead	dead						1	nf								12
1240	5	D	5D	261	5D261	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	ts									1	blank		4	4	1			1	dead								12
1241	5	D	5D	262	5D262	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	nf							2		1	blank		5	5	3			1	dead								18
1242	5	D	5D	263	5D263	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	dead	dead						1	nf								4
1243	5	D	5D	264	5D264	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	nf									1	blank		5	5	3			1	dead								16
1244	5	D	5D	265	5D265	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1						2	1	dead	dead						1	dead								6
1245	5	D	5D	266	5D266	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	ts									1	blank		4	3	2			1	dead								12
1246	5	D	5D	267	5D267	dead_nf	no_record	dead_nf	dead_nf	dead_nf > dead_nf	dead_nf > dead_nf	dead_nf > dead_nf > dead_nf		1	nf									1	nf	nf						1	nf								3
1247	5	D	5D	267_20	5D267_20																															1					1
1248	5	D	5D	268	5D268	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	blank		5	4		1			14
1249	5	D	5D	269	5D269	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	dead	dead											1				4
1250	5	D	5D	269_20	5D269_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf																				1	blank		5	3		1			10
1251	5	D	5D	270	5D270	dead_nf	no_record	dead_nf	dead_nf	dead_nf > dead_nf	dead_nf > dead_nf	dead_nf > dead_nf > dead_nf		1	nf									1	nf	nf														2	4
1252	5	D	5D	270_20	5D270_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank						2		3
1253	5	D	5D	271	5D271	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	ts									1	blank	below tag				2		1	blank						2		7
1254	5	D	5D	272	5D272	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		5	6	1			1	dead								16
1255	5	D	5D	273	5D273	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank						3	1	chewed		3	1		1			12
1256	5	D	5D	273_19	5D273_19																						1														1
1257	5	D	5D	274	5D274	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	ts									1	blank							1	blank		3	4	1	1			12
1258	5	D	5D	275	5D275	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank						2	1	chewed		3	1		1			11
1259	5	D	5D	276	5D276	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1					2		1	dead	dead						1	nf								6
1260	5	D	5D	277	5D277	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	ts									1	nf	nf															2
1261	5	D	5D	277_20	5D277_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank								1
1262	5	D	5D	278	5D278	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	refound?	1	blank		1							1	nf	nf						1	chewed		4	2		1			11
1263	5	D	5D	279	5D279	no_record	no_record	no_record	no_record	no_record > no_record	no_record > no_record	no_record > no_record > no_record																													0
1264	5	D	5D	280	5D280	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
1265	5	D	5D	281	5D281	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1						2	1	blank						2	1	blank							2	10
1266	5	D	5D	282	5D282	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	ts									1	blank		5	4	1			1	dead								13
1267	5	D	5D	283	5D283	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				12	8	1			1	nf	nf						1	nf								24
1268	5	D	5D	284	5D284	dead_nf	no_record	dead_nf	dead_nf	dead_nf > dead_nf	dead_nf > dead_nf	dead_nf > dead_nf > dead_nf		1	nf									1	nf	nf						1									3
1269	5	D	5D	285	5D285	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	ts	ts				2		1	blank						2	6	14
1270	5	D	5D	286	5D286	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1					2		1	blank		5	4	1			1	dead								16
1271	5	D	5D	287	5D287	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank		1	2	1			1	nf								7
1272	5	D	5D	288	5D288	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank		4	5	2									1			14
1273	5	D	5D	288_20	5D288_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf																				1	dead								1
1274	5	D	5D	289	5D289	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank		3				2	1	dead								8
1275	5	D	5D	290	5D290	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank							1	dead								3
1276	5	D	5D	291	5D291	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank		3					1	dead								6
1277	5	D	5D	64	5D64																										2										2
1278	6	A	6A	123	6A123	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		5	5	1			1	dead								15
1279	6	A	6A	124	6A124	vegetative	vegetative	flowering	vegetative	vegetative > flowering	flowering > vegetative	vegetative > flowering > vegetative	flowered and lived?	1	blank		1							1	blank		4	5	1			1	blank						2		16
1280	6	A	6A	125	6A125	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				15	3	1			1	nf	nf						1	nf								22
1281	6	A	6A	126	6A126	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank							2	6
1282	6	A	6A	127	6A127	vegetative	dead_nf	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1	kaput				2		1	ts	1 ts				1		1	blank								7
1283	6	A	6A	128	6A128	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf		1							1	blank					2	2	1	blank	resprouting						3	11
1284	6	A	6A	129	6A129	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank					2		1	blank								5
1285	6	A	6A	130	6A130	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		1							1	blank							2	dead								5
1286	6	A	6A	131	6A131	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank	check for 2 rosettes	1							1	blank							1	dead								4
1287	6	A	6A	132	6A132	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	tagnf				1					1	blank							1	nf								4
1288	6	A	6A	133	6A133	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	tagnf				8	2	1			1	dead	dead						1	nf								14
1289	6	A	6A	134	6A134	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	ts		1						2	1	blank							1	blank	far from tag					2		8
1290	6	A	6A	135	6A135	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				11	4	1			1	dead	dead						1	nf								19
1291	6	A	6A	136	6A136	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1					2	2	1	blank					1		1	blank		5	4	2	1			21
1292	6	A	6A	137	6A137	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	tagnf									1	dead	dead						1	nf								3
1293	6	A	6A	138	6A138	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank	count leaves	1							1	blank							1	blank		3	2		1			10
1294	6	A	6A	139	6A139	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank							1	blank	left of tag							3
1295	6	A	6A	140	6A140	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		2					1	dead								6
1296	6	A	6A	141	6A141	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank							1	blank								3
1297	6	A	6A	142	6A142	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		1							1	blank							1	nf								4
1298	6	A	6A	143	6A143	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				13	4	1			1	nf	nf						1	nf								21
1299	6	A	6A	144	6A144	vegetative	vegetative	tagnf	no_record	vegetative > tagnf	tagnf > no_record	vegetative > tagnf > no_record		1	blank		1							1	tagnf	tagnf															3
1300	6	A	6A	145	6A145	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	tagnf		1							1	blank							1	blank		2	4	2	1			13
1301	6	A	6A	146	6A146	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	tagnf									1	nf	nf						1	nf								3
1302	6	A	6A	147	6A147	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	ts									1	dead	dead						1	nf								3
1303	6	A	6A	148	6A148	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank								4
1304	6	A	6A	149	6A149	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	tagnf		1						2	1	blank							1	nf								6
1305	6	A	6A	150	6A150	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank	plant right of tag				2	2	1	blank						2		9
1306	6	A	6A	151	6A151	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank	check for 2 rosettes			14	5	1			1	dead	dead						1	nf								23
1307	6	A	6A	152	6A152	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	tagnf									1	dead	dead						1	dead								3
1308	6	A	6A	153	6A153	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		1						2	1	dead	3 dead				2	2	1	dead								10
1309	6	A	6A	154	6A154	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank							2	6
1310	6	A	6A	155	6A155	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank	left of tag						1	blank	3 plants - one on left of tag							3
1311	6	A	6A	156	6A156	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1					2		1	blank		5	5	1			1	dead								17
1312	6	A	6A	157	6A157	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank	count leaves	1							1	ts	1 ts						1	dead								4
1313	6	A	6A	158	6A158	vegetative	dead_nf	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		1	kaput						1	ts	ts						1	nf								4
1314	6	A	6A	159	6A159	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank							1	blank								3
1315	6	A	6A	160	6A160	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				12	4	1			1	nf	nf						1	nf								20
1316	6	A	6A	161	6A161	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	tagnf									1	nf	nf						1	dead								3
1317	6	A	6A	162	6A162	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank							1	blank								3
1318	6	A	6A	163	6A163	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank								4
1319	6	A	6A	163_18	6A163_18														1																						1
1320	6	A	6A	164	6A164	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1					2	1	1	ts	1 ts				1		1	blank								8
1321	6	A	6A	165	6A165	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank						2	1	blank		4	4	1	1			16
1322	6	A	6A	166	6A166	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				12	4	1			1	nf	nf						1	dead								20
1323	6	A	6A	167	6A167	flowering	vegetative	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank		1		14	4				1	dead	dead						1	nf								22
1324	6	A	6A	168	6A168	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	ts	2 ts						1	blank						2		6
1325	6	A	6A	169	6A169	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	tagnf		1							1	blank							1	blank	above tag	3	1	1	1		2	12
1326	6	A	6A	170	6A170	vegetative	dead_nf	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1	kaput						1	nf	nf						1	nf								4
1327	6	A	6A	171	6A171	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	check tag #	1										1			5	2	1			1	nf	square tag							11
1328	6	A	6A	173	6A173																1																				1
1329	6	A	6A	188	6A188																															1					1
1330	6	A	6A	634	6A634																																			1	1
1331	6	A	6A	647	6A647																		2																		2
1332	6	A	6A	685	6A685	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1										1								1	blank	tagged in 2020	5	4	1	1			14
1333	6	B	6B	1	6B1	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				13	4	1			1	nf	nf						1	nf								21
1334	6	B	6B	10	6B10	vegetative	no_record	flowering	vegetative	vegetative > flowering	flowering > vegetative	vegetative > flowering > vegetative	flowered twice?	1	nf									1	blank		2	4	1			1	blank							1	11
1335	6	B	6B	103	6B103														1																						1
1336	6	B	6B	11	6B11	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	dead	dead						1	dead								4
