plantid	cen181920	size20	notes1818r2_19_20chk1920	data_entry	scribe	observer	date	other_notes	stalks	status	n_rosettes	r1_longest	r1_leaves	r2_longest	r2_leaves	r3_longest	r3_leaves	r4_longest	r4_leaves	r5_longest	r5_leaves	r6_longest	r6_leaves	r7_longest	r7_leaves	plot	subplot	plotid	plant	year	water	snow	plot_x	plot_y	subplot_x	subplot_y	water4
5C223	V | V | V	1,17,43	,|nf|,refound?	XL	XL	XL	2021-06-17T00:00:00Z	recheck - count stalks and rosettes	NA	flowering	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	C	5C	223	2021	Reduction	Early	2	1	-1	-1	Reduction
5C224	V | V | F	1,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	C	5C	224	2021	Reduction	Early	2	1	-1	-1	Reduction
5C225	V | V | F	1,,	,|nf|,refound?	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	C	5C	225	2021	Reduction	Early	2	1	-1	-1	Reduction
5C226	V | V | V	2,8,26	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	1	30	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	C	5C	226	2021	Reduction	Early	2	1	-1	-1	Reduction
5C227	V | V | V	1,22,24	,|ts|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	1	35	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	C	5C	227	2021	Reduction	Early	2	1	-1	-1	Reduction
5C228	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	C	5C	228	2021	Reduction	Early	2	1	-1	-1	Reduction
5C229	V | F |DNF	0,,	,|right of tag|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	C	5C	229	2021	Reduction	Early	2	1	-1	-1	Reduction
5C231_20	NA |NA |TNF	,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	C	5C	231_20	2021	Reduction	Early	2	1	-1	-1	Reduction
5C683	V | V | F	1,,	,||tagged in 2020,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	1	29	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	C	5C	683	2021	Reduction	Early	2	1	-1	-1	Reduction
5D228	F | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	228	2021	Control	Early	2	1	1	-1	Control
5D229	V |TNF|NA	,,	,|tagnf|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	229	2021	Control	Early	2	1	1	-1	Control
5D230	V | F | F	1,,	,||,flowered twice?	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	230	2021	Control	Early	2	1	1	-1	Control
5D231	F |DNF|DNF	,,	,|dead|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	231	2021	Control	Early	2	1	1	-1	Control
5D232	F |DNF|DNF	0,,	,flowering plant|dead|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	232	2021	Control	Early	2	1	1	-1	Control
5D233	V | V |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	233	2021	Control	Early	2	1	1	-1	Control
5D234	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	234	2021	Control	Early	2	1	1	-1	Control
5D235	V | V | V	1,18,41	,closest plant to tag, UL||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	2	32	15	30	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	235	2021	Control	Early	2	1	1	-1	Control
5D236	DNF|DNF|DNF	,,	,|nf|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	236	2021	Control	Early	2	1	1	-1	Control
5D237	V |DNF|DNF	0,,	,|dead|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	237	2021	Control	Early	2	1	1	-1	Control
5D238	V | V |DNF	0,,	,||,died and nf?	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	238	2021	Control	Early	2	1	1	-1	Control
5D239	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	239	2021	Control	Early	2	1	1	-1	Control
5D240	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	240	2021	Control	Early	2	1	1	-1	Control
5D241	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	241	2021	Control	Early	2	1	1	-1	Control
5D242	V | V | F	1,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	242	2021	Control	Early	2	1	1	-1	Control
5D243	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	243	2021	Control	Early	2	1	1	-1	Control
5D244	V | V | V	1,12,39	,|above id|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	4	34	9	36	13	24	12	25	14	NA	NA	NA	NA	NA	NA	5	D	5D	244	2021	Control	Early	2	1	1	-1	Control
5D245	F |DNF|DNF	0,,	,|nf|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	245	2021	Control	Early	2	1	1	-1	Control
5D246	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	246	2021	Control	Early	2	1	1	-1	Control
5D247	V | V | F	1,,	,|tagnf|,tagnf last year	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	247	2021	Control	Early	2	1	1	-1	Control
5D248	V |DNF|DNF	0,,	,|dead|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	248	2021	Control	Early	2	1	1	-1	Control
5D249	V | F |DNF	0,,	,||,died and nf?	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	249	2021	Control	Early	2	1	1	-1	Control
5D250	V | V | F	1,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	250	2021	Control	Early	2	1	1	-1	Control
5D251	DNF|DNF|DNF	,,	,|nf|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	251	2021	Control	Early	2	1	1	-1	Control
5D251_20	DNF|DNF|DNF	2,19,25	,||,refound?	XL	XL	XL	2021-06-17T00:00:00Z	recheck - count stalks and rosettes	NA	flowering	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	251_20	2021	Control	Early	2	1	1	-1	Control
5D252	V | V | F	1,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	252	2021	Control	Early	2	1	1	-1	Control
5D253	V | F |DNF	0,,	,||,died and nf?	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	253	2021	Control	Early	2	1	1	-1	Control
5D254	DNF|DNF|DNF	,,	,|nf|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	254	2021	Control	Early	2	1	1	-1	Control
5D254_20	DNF|DNF|DNF	1,16,24	,||,refound?	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	3	33	7	28	10	30	7	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	254_20	2021	Control	Early	2	1	1	-1	Control
5D256	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	256	2021	Control	Early	2	1	1	-1	Control
5D257	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	257	2021	Control	Early	2	1	1	-1	Control
5D258	F |DNF|DNF	0,,	needs length,|dead|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	258	2021	Control	Early	2	1	1	-1	Control
5D259	V | V |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	259	2021	Control	Early	2	1	1	-1	Control
5D260	F |DNF|DNF	0,,	,gone|dead|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	260	2021	Control	Early	2	1	1	-1	Control
5D261	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NEW ROSETTE V. CLOSE	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	261	2021	Control	Early	2	1	1	-1	Control
5D262	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	262	2021	Control	Early	2	1	1	-1	Control
5D263	V |DNF|DNF	0,,	,|dead|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	263	2021	Control	Early	2	1	1	-1	Control
5D264	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	264	2021	Control	Early	2	1	1	-1	Control
5D265	V |DNF|DNF	0,,	,|dead|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	265	2021	Control	Early	2	1	1	-1	Control
5D266	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	266	2021	Control	Early	2	1	1	-1	Control
5D267	DNF|DNF|DNF	0,,	,|nf|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	267	2021	Control	Early	2	1	1	-1	Control
5D268	V | V | F	1,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	268	2021	Control	Early	2	1	1	-1	Control
5D269	V |DNF|DNF	,,	,|dead|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	269	2021	Control	Early	2	1	1	-1	Control
5D269_20	V |DNF|DNF	1,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	269_20	2021	Control	Early	2	1	1	-1	Control
5D270	DNF|DNF|DNF	,,	,|nf|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	270	2021	Control	Early	2	1	1	-1	Control
5D270_20	DNF|DNF|DNF	1,21,34	,||,refound?	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	270_20	2021	Control	Early	2	1	1	-1	Control
5D271	V | V | V	2,19,50	,|below tag|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	3	50	8	34	5	42	3	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	271	2021	Control	Early	2	1	1	-1	Control
5D272	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	272	2021	Control	Early	2	1	1	-1	Control
5D273	V | V | F	1,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	273	2021	Control	Early	2	1	1	-1	Control
5D274	V | V | F	2,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	2	27	12	30	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	274	2021	Control	Early	2	1	1	-1	Control
5D275	V | V | F	1,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	275	2021	Control	Early	2	1	1	-1	Control
5D276	V |DNF|DNF	0,,	,|dead|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	276	2021	Control	Early	2	1	1	-1	Control
5D277	V |DNF|DNF	,,	,|nf|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	277	2021	Control	Early	2	1	1	-1	Control
5D277_20	V |DNF|DNF	2,16,37	,||,refound?	XL	XL	XL	2021-06-17T00:00:00Z	recheck - count stalks and rosettes	NA	flowering	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	277_20	2021	Control	Early	2	1	1	-1	Control
5D278	V | V | F	1,,	,|nf|,refound?	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	278	2021	Control	Early	2	1	1	-1	Control
5D280	V |DNF|DNF	0,,	,|nf|,	XL	XL	XL	2021-06-17T00:00:00Z	ROSETTE V. CLOSE	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	280	2021	Control	Early	2	1	1	-1	Control
5D281	V | V | V	2,8,51	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	2	54	20	22	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	281	2021	Control	Early	2	1	1	-1	Control
5D282	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	282	2021	Control	Early	2	1	1	-1	Control
5D283	F |DNF|DNF	0,,	,|nf|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	283	2021	Control	Early	2	1	1	-1	Control
5D284	DNF|DNF|DNF	,,	,|nf|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	284	2021	Control	Early	2	1	1	-1	Control
5D285	V | V | V	2,24,49	,|ts|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	2	50	17	39	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	285	2021	Control	Early	2	1	1	-1	Control
5D286	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	286	2021	Control	Early	2	1	1	-1	Control
5D287	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	287	2021	Control	Early	2	1	1	-1	Control
5D288	V | F |DNF	,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	288	2021	Control	Early	2	1	1	-1	Control
5D288_20	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	288_20	2021	Control	Early	2	1	1	-1	Control
5D289	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	289	2021	Control	Early	2	1	1	-1	Control
5D290	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	290	2021	Control	Early	2	1	1	-1	Control
5D291	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	D	5D	291	2021	Control	Early	2	1	1	-1	Control
6A123	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	123	2021	Control	Normal	2	2	-1	1	Control
6A124	V | F | V	1,16,35	,||,flowered and lived?	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	2	43	9	26	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	124	2021	Control	Normal	2	2	-1	1	Control
6A125	F |DNF|DNF	0,,	,|nf|,	XL	XL	XL	2021-06-17T00:00:00Z	TAG CAME OUT	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	125	2021	Control	Normal	2	2	-1	1	Control
6A126	V | V | V	1,25,25	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	126	2021	Control	Normal	2	2	-1	1	Control
6A127	V | V | V	1,4,5	,kaput|1 ts|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	127	2021	Control	Normal	2	2	-1	1	Control
6A128	V | V | V	1,35,46	,||resprouting,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	128	2021	Control	Normal	2	2	-1	1	Control
6A129	V | V | V	1,16,34	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	129	2021	Control	Normal	2	2	-1	1	Control
6A130	V | V |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	130	2021	Control	Normal	2	2	-1	1	Control
6A131	V | V |DNF	0,,	check for 2 rosettes,||,	XL	XL	XL	2021-06-17T00:00:00Z	recheck - count stalks and rosettes	NA	flowering	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	131	2021	Control	Normal	2	2	-1	1	Control
6A132	V | V |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	132	2021	Control	Normal	2	2	-1	1	Control
6A133	F |DNF|DNF	0,,	,|dead|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	133	2021	Control	Normal	2	2	-1	1	Control
6A134	V | V | V	1,18,56	,||far from tag,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	134	2021	Control	Normal	2	2	-1	1	Control
6A135	F |DNF|DNF	0,,	,|dead|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	135	2021	Control	Normal	2	2	-1	1	Control
6A136	V | V | F	2,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	136	2021	Control	Normal	2	2	-1	1	Control
6A137	V |DNF|DNF	0,,	,|dead|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	137	2021	Control	Normal	2	2	-1	1	Control
6A138	V | V | F	1,,	count leaves,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	138	2021	Control	Normal	2	2	-1	1	Control
6A139	V | V | V	1,20,23	,||left of tag,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	139	2021	Control	Normal	2	2	-1	1	Control
6A140	V | F |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	140	2021	Control	Normal	2	2	-1	1	Control
6A141	V | V | V	1,19,61	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	1	76	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	141	2021	Control	Normal	2	2	-1	1	Control
6A142	V | V |DNF	0,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	142	2021	Control	Normal	2	2	-1	1	Control
6A143	F |DNF|DNF	0,,	,|nf|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	143	2021	Control	Normal	2	2	-1	1	Control
6A144	V |TNF|NA	,,	,|tagnf|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	144	2021	Control	Normal	2	2	-1	1	Control
6A145	V | V | F	1,,	,||,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	145	2021	Control	Normal	2	2	-1	1	Control
6A146	V |DNF|DNF	0,,	,|nf|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	146	2021	Control	Normal	2	2	-1	1	Control
6A147	V |DNF|DNF	0,,	,|dead|,	XL	XL	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	A	6A	147	2021	Control	Normal	2	2	-1	1	Control
